filename,genre,spectral_centroid,zero_crossing_rate,chroma_stft_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
blues.00010.wav,blues,1410.6753570562125,0.06298072271671827,0.30396515,-173.71587,137.14024,-23.767647,26.99174,-16.687662,4.2143745,-12.582618,5.8545594,-2.884673,-1.186681,-1.9771539,1.800155,-3.0044115,-1.8699358,-0.7962682,-3.0132642,-0.43592533,-2.00181,-0.74663854,-5.001238,-1.8160439,0.80674666,2.5055747,-1.6417371,-3.3359141,-0.13622111,4.4879503,8.8497095,9.319613,1.2971637,-1.8052475,-6.4742684,-3.8727202,1.8019758,-3.190031,-5.8477664,-6.718807,-1.4338905,3.2748837,1.2342955
blues.00011.wav,blues,1353.3291189300635,0.04395891785990712,0.36580706,-287.92355,123.97102,5.456122,33.684544,1.0892011,14.704721,-4.898606,8.6532755,0.78279775,6.5667357,-4.87944,-3.1806588,-5.5570035,-6.786621,-2.6442327,-2.9824314,-3.3811383,-1.8614974,1.8359205,-4.8965116,-5.5384836,-3.612521,-2.0601182,-6.517657,-6.8794336,-2.781112,1.6434358,-1.8873737,-4.67837,-3.3404355,-2.2557988,-1.9168482,-1.8664528,-1.3519365,-2.9247155,-2.6872435,-1.3020627,-1.4030875,-1.2841538,0.8157186
blues.00012.wav,blues,1361.1004062354928,0.06912392064144737,0.2693326,-207.20874,132.79709,-15.460706,60.994865,0.71024126,12.461279,1.1609277,-1.5278946,-17.901815,8.369234,-2.4538186,-0.5966887,0.3688165,2.6052277,-5.1930146,-9.530149,-9.2374,-2.8406756,-1.4114445,-5.931029,7.7731123,4.0931144,4.058162,3.6514397,6.006844,0.41913068,2.0486271,1.4418105,6.510237,9.659197,6.698107,0.19275346,-2.359087,-1.0716189,-0.25927275,4.1333394,0.78245515,0.5219819,0.9380264,3.291872
blues.00013.wav,blues,1324.3317542217217,0.051417300575657895,0.2647263,-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.0100777,6.735786,-21.54862,10.7284975,-5.532432,-2.202038,-3.051727,8.644019,-0.31084576,-0.63614476,-2.9359381,-1.706597,-1.7654228,-7.755964,3.4221113,3.5782943,2.8118172,-0.63498145,3.5613987,-5.5300465,0.74849415,5.160498,8.532248,5.9606123,7.4524336,1.6511073,-0.5478872,2.1669812,3.7546773,2.564597,0.38210633,-0.105494216,-1.5471799,1.3110807
blues.00014.wav,blues,1172.2763008557504,0.045045834945820436,0.32904086,-305.69858,113.041626,12.1149,45.039444,17.73924,14.59463,4.157129,0.24009813,-7.013088,13.649843,8.923058,1.3016899,5.952128,8.542284,1.1171257,0.5882187,0.060077444,-3.706519,-1.001884,-1.8044139,4.9643807,4.3411965,3.4257812,1.2855431,2.8854659,2.2391791,3.4702225,6.01861,7.7585616,9.786685,8.9374895,3.78601,-1.9251237,-0.6789772,1.9554964,2.8457282,-0.05512391,-0.78868294,-2.3206525,1.6252086
blues.00015.wav,blues,1420.4114787701458,0.0637176797116873,0.27034655,-238.53304,120.08829,-4.2245555,42.310043,5.9163294,13.914182,5.3575773,1.9037088,-16.92988,12.339311,3.9409604,-1.3906771,0.014792085,3.5804954,-4.5049934,-5.541951,-6.883077,-4.82639,1.7385828,-1.8840168,6.89214,5.3051734,5.5378985,0.5503044,1.8520037,-0.0842416,4.2340255,4.3462486,5.9777203,6.7855787,4.524838,1.3913794,-0.050052986,-0.61475,-2.3430247,1.8984556,-0.5744949,-1.7184715,-1.4194747,2.156032
blues.00016.wav,blues,1455.0424713768248,0.061350725014512386,0.30829644,-233.79489,120.66705,-3.1675603,39.53927,3.858855,18.839672,-3.6889172,4.431845,-14.975372,17.571035,1.8447447,2.5386066,-1.2386857,8.439363,-0.20983855,-3.9067852,-4.478641,-0.012232234,1.2932649,-2.0874293,6.7976127,0.5878199,1.6384307,-0.73331904,3.0821397,-1.9876028,3.6417997,3.6174347,3.635837,0.67341006,5.378554,8.267168,8.556204,5.546317,0.6470652,-2.0081127,-0.78552073,3.994944,0.4930023,-0.8923272
blues.00017.wav,blues,1088.7781161784512,0.04832397083010836,0.30223948,-245.75414,140.48093,-2.771439,60.42012,18.9254,9.837099,3.566577,0.53618747,-16.36736,6.629854,7.269149,-4.015731,1.6074536,5.898682,-3.0176077,-4.7748995,-3.0270703,-1.9985329,-0.058759093,-3.9718897,-0.4038911,1.97177,0.4630344,-1.8407581,2.7746994,0.62972534,1.4135932,4.837874,3.6356168,2.6676002,4.7892394,6.6611404,7.7556477,6.7842417,0.33173755,-1.8084682,0.12957829,2.4163399,2.5501368,0.101266064
blues.00018.wav,blues,1537.56091926741,0.056131935710139316,0.2700793,-252.51877,104.93699,15.316828,42.67347,6.7626176,21.623579,-1.313277,5.691933,-16.619516,12.161627,-1.96795,1.9697651,-0.88895845,7.771046,2.3869514,1.7799876,1.3449866,3.6371129,4.9108076,-2.6554039,4.1091933,2.1986363,2.5341146,-1.6360604,2.8631232,-3.0687807,0.24864906,0.56624717,4.8132,3.6551964,3.5380259,0.75215685,1.620619,3.3448691,2.373072,3.2114825,0.0644001,-1.4290284,-0.57166016,2.458086
blues.00019.wav,blues,1195.4133983085592,0.05887114817143963,0.25735947,-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.4828563,-3.8016675,-14.974891,10.432587,-0.3539615,0.7883455,1.7829303,4.2302113,-0.47101694,-6.1056542,-5.387077,-1.3430607,-3.722793,-4.3624997,4.546531,0.07600391,5.449177,3.7077432,1.9497089,0.3224636,4.948398,2.37924,0.44488814,1.8241855,5.909999,10.8361435,8.701071,5.563939,2.3871825,-0.41469967,-2.153804,1.4988688,-0.948813,-1.875831
blues.00020.wav,blues,1389.9522837601053,0.05256015080785604,0.30279943,-230.42657,127.100525,7.1453543,39.784317,1.9449425,17.40534,-5.639429,8.25213,-18.104383,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.1598387,-6.2154546,-4.5115924,-1.8506044,-0.53948647,1.5043969,9.011649,4.4295306,6.2149224,-1.6452411,-0.41142684,-3.0033128,1.5931021,0.17300971,4.993978,0.5518398,1.4769732,3.1152349,6.687716,6.4735384,4.510718,-0.78761953,-2.277612,-0.43057606,-2.605891,-0.8331602
blues.00021.wav,blues,1046.7275070203577,0.04793735185274768,0.3211421,-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.2051423,1.2625881,-15.847021,15.986576,3.3616717,-1.513741,1.892155,6.3119216,-0.99486226,-2.4167242,-3.6847513,0.4993974,5.050747,-0.78670317,5.0169168,-0.14098951,-1.5651623,-1.0404779,3.0535064,-1.9827341,2.433931,2.3241081,0.09735639,0.20787974,1.6949698,1.7448696,1.007,0.61692625,1.915519,2.6901474,-0.4553557,3.329566,3.3969371,1.1337955
blues.00022.wav,blues,1156.202363121508,0.05861340218653251,0.30644202,-233.85751,136.17209,3.2713184,48.931213,8.685134,13.97951,5.354868,0.39087027,-13.504575,16.856106,5.130938,-2.23188,3.9640326,5.3183618,0.81226575,-1.097914,-4.539752,-2.434786,3.313449,-0.6142795,7.0671306,3.0549426,0.57738334,0.60415304,2.7848532,-1.4458076,2.0438118,5.6110477,2.9372177,2.1086755,2.5322511,-0.45802534,-2.2245493,0.13010468,-0.45794526,-0.15111938,-0.3084578,5.032584,5.30105,1.6343504
blues.00023.wav,blues,1210.4571260262846,0.052482675841718264,0.28072098,-227.26886,137.7307,-14.493466,63.555702,5.612641,11.984639,1.885552,-1.8633765,-7.6205554,-2.4471745,-2.886725,-9.429529,-10.923913,3.562558,4.1377063,0.0955439,-2.9725447,-1.3788751,7.541176,-3.0374627,-5.8690825,-3.2556946,0.83528256,3.7315578,3.7055347,1.7564299,-0.18940373,-4.299525,0.29012415,1.4659412,3.9169056,7.1919007,4.648926,-0.20544349,-7.19397,-7.106317,-2.1542428,0.7244214,-2.2915962,-3.8595972
blues.00024.wav,blues,1120.3909802285903,0.047297899937113,0.26310804,-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461284,7.7256413,-1.2474906,-0.5775883,-2.3025885,3.783147,0.084823325,-0.93943596,2.2965147,4.2883782,-1.6618618,-10.444595,-6.7975335,-1.066052,-1.5959947,-1.1833357,-1.270293,2.4868212,3.0607393,1.3598973,1.8963162,-0.6075837,-1.5944372,5.495969,8.930596,7.5232053,5.8437243,2.1523542,-3.3565187,-7.3288403,-4.633935,-1.1170512,-0.9417034,-4.8571243,-5.742
blues.00025.wav,blues,1109.721378629315,0.05172493288022446,0.29098073,-249.2894,130.98703,0.67739,66.68578,17.897806,4.6237364,6.5983076,1.2490499,1.4163896,-1.579142,-0.9626631,-3.5719957,-2.9279816,4.596818,7.478901,-0.18313679,-2.8253267,-2.6788447,0.74854714,-0.5342602,-3.013124,0.974523,1.4355257,1.5975338,2.9452615,1.3411973,-0.25703222,0.12686473,4.1778355,6.522879,2.554592,-1.4885148,-1.5802864,-4.076856,-5.668731,-2.2920501,-0.6887122,-1.5203532,-4.788378,-1.8162626
blues.00026.wav,blues,1198.7544985722175,0.051987591911764705,0.27866608,-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.005786435,2.250966,4.205099,-3.293317,1.6082983,2.6657817,3.3244853,3.260079,-4.558311,0.47801912,5.9297876,3.2283401,1.8785926,1.3648268,2.4437714,0.6755579,-1.7828131,-1.415032,-1.34787,-1.876956,-2.5194733,-2.2802,-1.2258625,0.46437153,0.1740399,-3.2940602,-4.22879,-2.2338994,1.0857328,0.17496002,-4.899648,-2.4929721
blues.00027.wav,blues,1391.4439037459135,0.07235897288602941,0.28870454,-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024475,0.90993816,1.9782512,-6.1670074,-9.396024,-2.562841,-4.5228944,-0.26295036,0.17933404,-1.5074475,1.4652519,-6.9718475,-8.32218,4.2389526,0.98148596,2.6109023,1.552715,0.109993994,-2.701053,-2.3527684,-0.29116556,-1.476094,-0.27165058,-0.15426059,-3.9425983,-3.095234,-4.255201,-6.734352,-5.1832952,-7.478676,-6.549862,-5.504962,-4.553446,-3.5519168,2.6809115
blues.00028.wav,blues,1115.5411952519341,0.04802843217879257,0.2760109,-248.98674,139.0672,-16.2825,57.117985,20.192654,10.188038,4.5439763,0.331279,-7.8779507,-3.4479153,-2.646489,-2.8313823,-0.9021665,-2.4017205,2.567503,-5.855444,-12.398049,-7.3100653,-0.94395065,-2.6873753,-2.9989293,-2.4182837,-0.8202373,1.1893005,0.73112285,-0.5808318,-3.1812923,-2.400711,2.0960307,4.7608237,7.2359834,5.949549,0.54922956,-4.501244,-6.7351265,-3.2949831,-0.21166584,-0.7878607,-4.7489986,-4.4218802
blues.00029.wav,blues,1649.2877536970093,0.05292636174535604,0.280554,-233.75082,101.178276,17.649767,23.733776,2.082033,25.941923,-16.958849,15.098034,-22.278715,4.3951225,-23.207403,-6.057175,-5.068857,1.0673921,-5.785367,-8.311131,-11.389136,-6.72795,-10.025585,-14.032895,-13.941642,-12.283794,-15.634611,-17.248882,-7.6295185,-11.211274,-7.338371,-12.709406,-6.594499,-7.4224057,-6.4947066,-3.371945,-1.6944351,-6.9379325,-3.5807078,-3.752471,-6.627271,-0.37446055,-1.0272647,-4.353879
blues.00030.wav,blues,1378.9657764881297,0.03937580120452786,0.2631294,-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.129925,-17.794416,-8.015903,-17.607279,-8.139437,-8.648127,-15.528326,-15.317337,-9.66383,-10.0986805,-17.833735,-6.5358405,-6.573338,-12.748006,-12.207887,-8.993254,-12.406386,-5.7777634,-11.53472,-6.61128,-7.0931935,-11.972395,-12.426523,-10.970476,-10.994473,-8.690117,-3.1613784,-3.4710603,-4.7182775,-0.5376948,1.4674176
blues.00031.wav,blues,1331.0365912698594,0.04296723829334365,0.2536384,-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.41635,12.118737,-26.350498,-4.3674846,-26.413198,-13.045098,-12.654766,-1.8243437,-7.258695,-6.661085,-14.686605,-11.720062,-11.023768,-13.388403,-15.678537,-15.303345,-13.755701,-16.177986,-5.245714,-11.313874,-9.472084,-14.032243,-6.329536,-2.2054145,1.1504488,0.33263537,-4.7429476,-4.6598496,-2.2234924,-5.033975,-7.105323,-2.4176652,-5.593121,-9.187861
blues.00032.wav,blues,1309.6646971460593,0.03939318583107585,0.27626824,-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714254,-15.635912,-6.6506157,-11.713253,-2.9383888,-7.3725796,-15.697482,-10.9741535,-10.8895445,-18.505476,-19.103352,-8.7455845,-10.344914,-15.0033865,-17.338306,-11.288121,-6.713057,-3.6895514,-5.6880546,-4.632819,-8.340749,-6.6255283,-9.481179,-9.744417,-10.595023,-8.320598,-3.0721004,0.79449314,-1.6858891,-3.361248,-3.9683251
blues.00033.wav,blues,1430.5981944868504,0.04196988982681889,0.26082012,-239.03807,108.6572,34.151894,30.23917,-0.47574335,27.292637,-21.379398,14.150509,-24.510178,-1.8840461,-28.050291,-11.25665,-16.47693,-7.637185,-12.799123,-15.357241,-13.729804,-7.3977785,-10.089319,-13.291538,-8.918517,-11.164578,-14.153517,-15.473669,-8.666998,-8.834945,-1.417304,-9.866647,-6.2561884,-8.978189,-8.761985,-8.081801,-6.126153,-7.813,-7.545515,-8.023716,-5.889155,-1.0590098,2.228018,3.7282205
blues.00034.wav,blues,1536.7310778930728,0.04570040392801858,0.26211873,-217.23868,105.792366,15.617069,25.256382,-1.4402744,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695945,-14.220667,-5.1562166,-3.4732654,-6.189413,-15.326929,-6.845921,-9.82767,-13.943093,-13.6964855,-15.133722,-11.581716,-13.277816,-4.772482,-6.9542136,-5.558409,-13.9653845,-11.705408,-6.395062,-5.9961724,-5.1991777,-3.7420137,-6.6131544,-2.2970734,-3.0403223,-6.7230864,-3.8079073,-0.49222946,-4.5755453
blues.00035.wav,blues,1507.1047288496127,0.045430186363196595,0.28824988,-171.8102,120.280624,15.327537,21.09045,-5.4192963,24.189465,-24.138222,18.551981,-22.348904,1.3031775,-20.763931,-4.9888525,-17.118927,-7.886534,-15.308929,-9.351315,-8.913866,-8.525089,-14.333635,-19.933723,-14.498195,-4.4419794,-6.3487387,-13.986056,-15.103284,-18.514864,-9.775942,-7.230635,0.018112702,4.388187,-0.7263424,-7.598214,-6.394118,-6.648575,-7.5513997,-7.356231,-5.2631106,-6.4793305,-6.333947,-8.993705
blues.00036.wav,blues,1247.4080160193946,0.03690378289473684,0.23319606,-200.19609,116.34013,18.00621,25.31356,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015526,-17.017954,-8.120277,-11.956443,-12.609149,-14.181589,-8.206693,-15.028046,-10.327059,-10.426638,-12.870199,-11.825806,-17.595095,-9.03984,-8.078135,-0.29591233,-6.7382073,-3.2581837,-4.518498,-3.5153196,-7.080008,-2.256724,-8.151998,-11.334637,-6.8460894,-6.478708,-0.1539079,6.323745,2.9773524
blues.00037.wav,blues,1188.1011591132929,0.04816032858455882,0.2486835,-328.68088,102.71113,19.895552,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.43366084,-12.373165,-8.907054,-9.2401085,-9.106373,-9.001113,-7.6363454,-7.1891537,-9.366816,-4.469685,-3.6831248,-1.0677595,-2.6156678,-11.536373,-19.0343,-13.69935,-4.615658,-0.20253581,-7.2042174,-8.91061,-11.242503,-7.8016286,-2.9623342,-6.1443667,-11.278101,-11.237209,-8.962382,-8.098969,-3.8332171,7.53604,10.969466
blues.00038.wav,blues,1513.5200525685516,0.044378038530379256,0.2658965,-192.69382,111.18816,21.37331,26.392143,-0.64837533,23.48088,-25.470797,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948872,-8.518192,-4.9490137,-11.519486,-10.183083,-8.140699,-17.347979,-5.1230803,-9.571379,1.0048898,5.366616,3.4075255,-2.8618193,-3.400239,-6.198206,-3.8136353,-4.6085887,-5.031274,-6.7674313,-6.6408043,-10.245686
blues.00039.wav,blues,1151.378029921571,0.03533878857875387,0.25535825,-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815574,-17.084372,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553243,-10.102509,-5.7855344,-7.775144,-7.1861954,-6.5239363,-6.2194705,-12.392348,-16.332365,-11.469442,-12.742511,-3.4855843,-6.5372853,-7.460697,-7.5735884,-8.208342,-9.292455,-4.619143,-7.661604,-11.395263,-7.408761,-8.532782,0.10150494,6.271554,3.9082692
blues.00040.wav,blues,2272.5176192636222,0.09765700585332818,0.39779353,-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032604,4.243276,-16.482641,6.545287,-5.693636,-3.6378522,-4.857603,1.8532672,-5.4875617,-4.6801963,-0.9774199,1.8332816,2.888276,0.60000896,-2.7085197,-2.9986565,-2.9550529,-4.8496666,-0.7716646,-2.2603273,0.90703857,1.6708635,0.5046718,-1.8864717,3.0051074,-2.1736474,-2.8563228,-5.2406197
blues.00041.wav,blues,2390.7715766040606,0.10228887504837461,0.38709408,-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.624961,-7.362244,-3.6578155,-7.1791234,1.9747294,-1.8481313,-0.73602057,3.1517727,4.2956624,-1.195123,-3.9126298,-10.61235,-3.9238687,-2.1862586,-0.3853683,-0.75824285,-5.416585,-1.6356938,0.8968709,1.4747782,-3.9553423,0.56952214,-1.9335731,-2.0512261,-4.999432
blues.00042.wav,blues,2302.0756478879343,0.09786448759191177,0.37768537,-159.56772,69.78482,-4.3918796,76.85114,3.9159086,45.16753,-4.867353,32.200516,-9.796341,7.8125114,-21.826967,9.682441,-2.5915892,3.3045378,-14.970442,10.23226,-4.08953,-5.8507586,-2.4700005,6.661132,3.7075763,-10.246476,-6.6826673,-5.4414244,-2.3651266,-1.8085495,-1.6036187,-1.6623342,-6.1309886,-4.093412,2.9830174,-7.9417076,-6.101419,-2.70398,-2.3211243,-5.571871,4.6962347,-0.080673076,-3.1199281,-1.2938523
blues.00043.wav,blues,2155.6312958781195,0.08716538373161764,0.39904937,-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151818,-3.9658139,3.2878773,0.018798923,-0.29304743,-1.1389226,-2.145837,-2.7829275,-1.3716096,-6.027897,-2.628545,1.7101932,-2.3864188,-0.7806999,1.530009,-1.5763321,-4.3329926,-0.49720657,-1.9428586,0.20395486,-1.9669764,-0.74610186,-1.7812794
blues.00044.wav,blues,2279.265543032408,0.09257049088138544,0.39016002,-109.53234,86.9265,-8.6249895,64.4895,-6.306035,43.64582,-8.293103,28.546427,-14.081592,8.136636,-21.490427,11.0866165,-5.094468,3.9787722,-12.864777,12.342427,0.020585524,-0.7392383,-5.130451,3.3071313,-0.53564334,-6.3173194,-2.904648,-0.78276473,-3.9420726,-3.0772753,-6.9452205,-4.2051105,-5.238766,-0.65020084,3.244675,-4.4435935,-2.2366753,0.3201307,-1.2109373,-5.2249985,3.1939723,-1.5856707,-3.5616024,-5.25872
blues.00045.wav,blues,1739.0461604116053,0.048051863631965945,0.42972082,-163.24313,89.78489,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070134,-20.552906,6.0071893,-2.908132,-0.43483505,-17.545372,4.154168,-5.9900985,-7.8620358,-8.565295,1.8571713,-1.1085702,-7.0141153,-3.7923405,-6.253027,-2.5730948,-5.92257,-6.9644213,-5.9094434,-2.993216,-5.060863,3.2361157,-3.7754376,-6.7477474,-1.683576,-1.5113051,-4.2615685,0.11924035,-2.8156943,-3.2812364,-7.2795053
blues.00046.wav,blues,1912.443629773089,0.05842595056114551,0.38791007,-182.66501,90.68653,14.118146,67.55459,2.6876106,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.149289,0.19378847,-14.486603,6.864802,-4.4448314,-2.9868777,-4.8211694,5.399324,-1.1535887,-4.6451936,-4.4017105,-1.5543901,-0.0937277,-0.7109966,-3.4011948,-4.0029225,-4.2062287,-5.094525,3.0877786,-2.9002426,-2.2612066,0.24335153,-0.3233765,-1.2815942,2.5227075,-0.5225191,-1.7832696,-2.6921918
